path,organisatie,productie,seizoen,persoon,gezelschap_QID,productie_QID,kunstenpunt_ID
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/L' arbre enchanté/Untitled-2(foto onbekend).jpg,Transparant,L' arbre enchanté,1989-1990,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/L'oca del cairo/Untitled-1(foto onbekend).jpg,Transparant,L'oca del cairo,1989-1990,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/Vincent/Untitled-1(foto onbekend).jpg,Transparant,Vincent,1989-1990,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/90-91/The photographer/Untitled-1(fotot onbekend).jpg,Transparant,The photographer,1990-1991,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Eight songs for a mad/Untitled-1(foto Patrick Verhujgen).jpg,Transparant,Eight songs for a mad,1994-1995,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Eight songs for a mad/Untitled-2(foto Patrick Verhujgen).jpg,Transparant,Eight songs for a mad,1994-1995,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Flavio/Untitled-1(foto onbekend).jpg,Transparant,Flavio,1994-1995,,Q54912410,Q57505469,430086
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Flavio/Untitled-2(foto onbekend).jpg,Transparant,Flavio,1994-1995,,Q54912410,Q57505469,430086
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Flavio/Untitled-3(foto patrick verhujgen).jpg,Transparant,Flavio,1994-1995,,Q54912410,Q57505469,430086
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Flavio/Untitled-4(foto Patrick Verhujgen).jpg,Transparant,Flavio,1994-1995,,Q54912410,Q57505469,430086
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/94-95/Lo Speziale/Untitled-1(foto onbekend).jpg,Transparant,Lo Speziale,1994-1995,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Cinderella/Untitled-1(foto onbekend).jpg,Transparant,Cinderella,1995-1996,,Q2500784,Q57513543,430167
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Cinderella/Untitled-2(foto onbekend).jpg,Transparant,Cinderella,1995-1996,,Q2500784,Q57513543,430167
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Cinderella/Untitled-3(foto onbekend) (2).jpg,Transparant,Cinderella,1995-1996,,Q2500784,Q57513543,430167
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Zaide/Untitled-1(foto onbekend).jpg,Transparant,Zaide,1995-1996,,Q54912410,Q57512086,430325
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Zaide/Untitled-2(foto onbekend).jpg,Transparant,Zaide,1995-1996,,Q54912410,Q57512086,430325
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/95-96/Zaide/Untitled-3(foto onbekend).jpg,Transparant,Zaide,1995-1996,,Q54912410,Q57512086,430325
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/Mijnheer Alleen/Untitled-1(foto onbekend).jpg,Transparant,Mijnheer Alleen,1996-1997,,Q54804948,Q57511441,430699
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/ressurection/Untitled-1(foto onbekend).jpg,Transparant,ressurection,1996-1997,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/ressurection/Untitled-2(foto onbekend).jpg,Transparant,ressurection,1996-1997,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/ressurection/Untitled-3(foto onbekend) .jpg,Transparant,ressurection,1996-1997,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/ressurection/Untitled-4(foto onbekend).jpg,Transparant,ressurection,1996-1997,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/Spinsel der eenzaamheid/Untitled-1(foto onbekend).jpg,Transparant,Spinsel der eenzaamheid,1996-1997,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/Trouble in Tahiti/Untitled-1(foto onbekend).jpg,Transparant,Trouble in Tahiti,1996-1997,,Q2747185,Q57500590,430707
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/96-97/Trouble in Tahiti/Untitled-2(foto onbekend).jpg,Transparant,Trouble in Tahiti,1996-1997,,Q2747185,Q57500590,430707
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/97-98/Mahopony/Untitled-1(foto Annemie Augustijns).jpg,Transparant,Mahopony,1997-1998,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/Deine lippen/Untitled-1(foto onbekend).jpg,Transparant,Deine lippen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/Deine lippen/Untitled-2(foto onbekend).jpg,Transparant,Deine lippen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/In 3 bewegingen/Untitled-1(foto onbekend).jpg,Transparant,In 3 bewegingen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/In 3 bewegingen/Untitled-2(foto onbekend).jpg,Transparant,In 3 bewegingen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/In 3 bewegingen/Untitled-3(foto onbekend).jpg,Transparant,In 3 bewegingen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/In 3 bewegingen/Untitled-4(foto onbekend).jpg,Transparant,In 3 bewegingen,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/Tolomeo/Untitled-1(foto onbekend).jpg,Transparant,Tolomeo,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/99-00/Tolomeo/Untitled-2(foto onbekend).jpg,Transparant,Tolomeo,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/Onbekend/Untitled-1(foto Antonissen Koen).jpg,Transparant,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/Onbekend/Untitled-2(foto Antonissen Koen).jpg,Transparant,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/Onbekend/Untitled-3(foto Antonissen Koen).jpg,Transparant,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/Onbekend/Untitled-4(Antonissen Koen)).jpg,Transparant,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Madhumita Raut/96-97/Untitled-1(foto Dirk Hellebuyck).jpg,Trefpunt,Madhumita Raut,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Sachnez/1997/Untitled-1(foto Dirk Hellebuyck).jpg,Trefpunt,Sachnez,1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Sachnez/1997/Untitled-2(foto Dirk Hellebuyck).jpg,Trefpunt,Sachnez,1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Sachnez/1997/Untitled-3(foto Dirk Hellebuyck).jpg,Trefpunt,Sachnez,1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Sushmita Gosh/97/Untitled-1(foto Dirk Hellebuyck).jpg,Trefpunt,Sushmita Gosh,1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Sushmita Gosh/97/Untitled-2(foto Dirk Hellebuyck).jpg,Trefpunt,Sushmita Gosh,1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Traditional latin dance. Pinos Nuevos/1996/Untitled-1(foto Dirk Hellebuyck).jpg,Trefpunt,Traditional latin dance. Pinos Nuevos,1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Traditional latin dance. Pinos Nuevos/1996/Untitled-2(foto Dirk Hellebuyck).jpg,Trefpunt,Traditional latin dance. Pinos Nuevos,1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trefpunt/Traditional latin dance. Pinos Nuevos/1996/Untitled-3foto Dirk Hellebuyck).jpg,Trefpunt,Traditional latin dance. Pinos Nuevos,1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Alles voor de tuin/96-97/Untitled-1(foto Jos Verhoogen).jpg,Tristero,Alles voor de tuin,1996-1997,,Q3403010,Q57503638,430814
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Altijd 't liefde/2000-2001/Untitled-1(foto onbekend).jpg,Tristero,Altijd 't liefde,2000-2001,,Q3403010,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Altijd 't liefde/2000-2001/Untitled-2(foto onbekend).jpg,Tristero,Altijd 't liefde,2000-2001,,Q3403010,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/De briefopbrengers/98-99/Untitled-1( Foto Jos Verhoogen).jpg,Tristero,De briefopbrengers,1998-1999,,Q3403010,Q57511104,434667
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/De stormvogel/95-96/Untitled-1(foto Jos Verhoogen).jpg,Tristero,De stormvogel,1995-1996,,Q3403010,Q57505207,430484
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/De stormvogel/95-96/Untitled-2(foto Jos Verhoogen).jpg,Tristero,De stormvogel,1995-1996,,Q3403010,Q57505207,430484
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Garga Schlink/92-93/Untitled-1(foto Jos Verhoogen).jpg,Tristero,Garga Schlink,1992-1993,,Q3403010,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/hyperventilatie/94-95/Untitled-1(foto Jos Verhoogen).jpg,Tristero,hyperventilatie,1994-1995,,Q33100486,Q57511743,430060
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Locos/2001-2002/Untitled-1(foto Jos Verhoogen).jpg,Tristero,Locos,2001-2002,,Q3403010,Q57507257,436198
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Sarraute/93-94/Untitled-1(foto Jos Verhoogen).jpg,Tristero,Sarraute,1993-1994,,Q3403010,Q57507410,429712
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Sarraute/93-94/Untitled-2(foto Jos Verhoogen).jpg,Tristero,Sarraute,1993-1994,,Q3403010,Q57507410,429712
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tristero/Vanman/93-94/Untitled-1(foto onbekend).jpg,Tristero,Vanman,1993-1994,,Q3403010,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Trudie en August/Kado/Untitled-1(foto onbekend).jpg,Trudie en August,Kado,,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/Untitled-1(foto Corneel Maria).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",,,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/We liegen-3(foto onbekend).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",,,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/88-89/Marche funèbre pour chat/Untitled-1(foto Corneel Maria Ryckeboer).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Marche funèbre pour chat,1988-1989,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/88-89/Marche funèbre pour chat/Untitled-2(foto onbekend).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Marche funèbre pour chat,1988-1989,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/89-90/Een man alleen is in slecht gezelschap/Untitled-1(foto Corneel Maria).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Een man alleen is in slecht gezelschap,1989-1990,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/89-90/Een man alleen is in slecht gezelschap/Untitled-2(foto Corneel Maria).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Een man alleen is in slecht gezelschap,1989-1990,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/89-90/Een man alleen is in slecht gezelschap/Untitled-3(foto Corneel Maria).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Een man alleen is in slecht gezelschap,1989-1990,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/89-90/Een man alleen is in slecht gezelschap/Untitled-4(foto Corneel Maria).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Een man alleen is in slecht gezelschap,1989-1990,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/89-90/Een man alleen is in slecht gezelschap/Untitled-5(foto Corneel Maria Ryckeboer).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Een man alleen is in slecht gezelschap,1989-1990,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/92-93/Karamazov goes crazy/Untitled-1(foto Corneel Maria Ryckerboer).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Karamazov goes crazy,1992-1993,,Q54804888,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/93-94/Faust moet kunnen/Untitled-1(foto Patrick De Spiegelaere).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Faust moet kunnen,1993-1994,,Q54804888,Q57505395,429573
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)/93-94/Faust moet kunnen/Untitled-2(foto Patrick De Spiegelaere).jpg","Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",Faust moet kunnen,1993-1994,,Q54804888,Q57505395,429573
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/twee VZW/98-99/En toen/Untitled-1(foto Lie Willaert).jpg,twee VZW,En toen,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Twijfel/99-2000/De conference/Untitled-1(foto Luk Monsaert).jpg,Twijfel,De conference,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Twijfel/99-2000/De conference/Untitled-2(Luk Monsaert).jpg,Twijfel,De conference,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/2000-2001/Seizoen onbepaald/Untitled-1(foto onbekend).jpg,Ultima Thule,Seizoen onbepaald,2000-2001,,Q41980458,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/2000-2001/Seizoen onbepaald/Untitled-2(foto onbekend).jpg,Ultima Thule,Seizoen onbepaald,2000-2001,,Q41980458,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/93-94/Een verhaaltje uit de mond/Untitled-1(foto onbekend).jpg,Ultima Thule,Een verhaaltje uit de mond,1993-1994,,Q41980458,Q57500921,429744
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/93-94/Een verhaaltje uit de mond/Untitled-2(foto onbekend).jpg,Ultima Thule,Een verhaaltje uit de mond,1993-1994,,Q41980458,Q57500921,429744
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/93-94/Een verhaaltje uit de mond/Untitled-3(foto onbekend).jpg,Ultima Thule,Een verhaaltje uit de mond,1993-1994,,Q41980458,Q57500921,429744
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/95-96/Tortue/Untitled-1(foto Carl Porinsky).jpg,Ultima Thule,Tortue,1995-1996,,Q41980458,Q57501136,430358
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ultima Thule/95-96/Tortue/Untitled-2(foto Carl Porinsky).jpg,Ultima Thule,Tortue,1995-1996,,Q41980458,Q57501136,430358
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Un oeuf is un oeuf/93-94/Antartictica 1998/Untitled-1(foto Sylvain Fasy)).jpg,Un oeuf is un oeuf,Antartictica 1998,1993-1994,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Un oeuf is un oeuf/94-95/Trees in front of the asylum wall/Untitled-1(foto MINERVA).jpg,Un oeuf is un oeuf,Trees in front of the asylum wall,1994-1995,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Un oeuf is un oeuf/95-96/Pictures, pirates & pickles/Untitled-1(foto Sylvain Fasy).jpg",Un oeuf is un oeuf,"Pictures, pirates & pickles",1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Un oeuf is un oeuf/onbekend seizoen/Between Joe and me/Untitled-1(foto Joz Deconinck).jpg,Un oeuf is un oeuf,Between Joe and me,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Vanity/2001-2002/The Princess Project/Untitled-1(foto Mirjam Devreindt).jpg,Vanity,The Princess Project,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Veerle Bakelants/Compositie 2/seizoen onbekend/Untitled-1 (foto Mona Breede).jpg,Veerle Bakelants,Compositie 2,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Veerle Bakelants/Compositie 2/seizoen onbekend/Untitled-2 (foto Mona Breede).jpg,Veerle Bakelants,Compositie 2,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Veerle Bakelants/Compositie 2/seizoen onbekend/Untitled-3 (foto Mona Breede).jpg,Veerle Bakelants,Compositie 2,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Veerle Bakelants/Nooit nog nu/1994-1995/Untitled 1 (foto Joost Vyncke).jpg,Veerle Bakelants,Nooit nog nu,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Veerle Bakelants/studie 2/91-92/Untitled-1 (foto onbekend) .jpg,Veerle Bakelants,studie 2,1991-1992,,,,
