,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
2224,Anubis vzw,,,Absinthe,1988-1989,Absinthe (1988-1989),Absinthe (1988-1989),,,,,
2225,SkaGeN,,,10,2000-2001,10 (2000-2001),10 (2000-2001),,,,,
2226,Theater Houtekop,Theater Houtekop,Q54803399,Clown Augurk en harlekijn vinden het samen reuze fijn,unkown,Clown Augurk en harlekijn vinden het samen reuze fijn (unkown),Clown Augurk en harlekijn vinden het samen reuze fijn (unkown),,,,,
2227,Theater Houtekop,Theater Houtekop,Q54803399,Heksenkuren,1999-1900,Heksenkuren (1999-1900),Heksenkuren (1999-1900),,,,,
2228,Theater Houtekop,Theater Houtekop,Q54803399,De zoon van Ambiorix,1998-1999,De zoon van Ambiorix (1998-1999),De zoon van Ambiorix (1998-1999),,,,,
2229,Theater Houtekop,Theater Houtekop,Q54803399,Jommeke redt de Tirolini's,1998-1999,Jommeke redt de Tirolini's (1998-1999),Jommeke redt de Tirolini's (1998-1999),Q57502803,432260.0,Jos Duchateau,Jo Martens,Frans Buckinx
2230,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,Mady Vanbergen,Willy Dewaelheyns,André Philippaerts
2231,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,Jan Schuermans,,Gunter Reniers
2232,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,Herman Duchateau,,Stefan S'heeren
2233,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,David Vansichem,,Veva Brans
2234,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Ben Missoul
2235,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Evelien Degros
2236,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Bea Duchateau
2237,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Jean Penxten
2238,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Etienne Vanbergen
2239,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Jos Schrijnemaekers
2240,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Henri Claes
2241,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Jef Nijs
2242,Theater Houtekop,Theater Houtekop,Q54803399,,,,,,,,,Jos Duchateau
2243,Festival De Beweeging VZW,,,La danse des pas perdus,1993-1994,La danse des pas perdus (1993-1994),La danse des pas perdus (1993-1994),,,,,
2244,Festival De Beweeging VZW,,,Ophelia's,1993-1994,Ophelia's (1993-1994),Ophelia's (1993-1994),,,,,
2245,Bronks,,,Iets anders,1995-1996,Iets anders (1995-1996),Iets anders (1995-1996),,,,,
2246,Bronks,BRONKS,Q2302673,Het Hamletmachien,1995-1996,Het Hamletmachien (1995-1996),Het hamletmachien (1995-1996),Q57513154,430313.0,Bram Van Paesschen,,Ingrid Van Eycken
2247,Bronks,,,,,,,,,Sofie Segebarth,,
2248,Bronks,,,,,,,,,Tone De Cooman,,
2249,Bronks,,,,,,,,,Steven Van Herreweghe,,
2250,Bronks,,,,,,,,,Mout Uyttersprot,,
2251,Bronks,,,,,,,,,Sara Brewaeys,,
2252,Bronks,,,,,,,,,Lien Kneepkens,,
2253,Bronks,,,,,,,,,David De Decker,,
2254,Bronks,,,,,,,,,Bram Smeyers,,
2255,Bronks,,,,,,,,,Frans Willems,,
2256,Bronks,BRONKS,Q2302673,In de Meidoorn,2007-2008,In de Meidoorn (2007-2008),In de meidoorn (2007-2008),Q57512516,440535.0,Kristien De Proost,,Johan Dehollander
2257,Bronks,Pynoo,Q54803765,,,,,,,Wim Willaert,,
2258,Bronks,,,,,,,,,An Miller,,
2259,Bronks,BRONKS,Q2302673,Assepoester,2001-2002,Assepoester (2001-2002),Assepoester (2001-2002),Q57512778,436282.0,Brick De Bois,,
2260,Bronks,,,,,,,,,Antje De Boeck,,
2261,Bronks,,,,,,,,,Diane Belmans,,
2262,Bronks,,,,,,,,,Dimitri Duquennoy,,
2263,Bronks,,,De Koning van de Paprikachips,1998-1999,De Koning van de Paprikachips (1998-1999),De Koning van de Paprikachips (1998-1999),,,,,
2264,Bronks,BRONKS,Q2302673,Nonkel Eddy,1998-1999,Nonkel Eddy (1998-1999),Nonkel Eddy (1998-1999),Q57504231,431659.0,Warre Borgmans,,
2265,Bronks,,,,,,,,,Dimitri Leue,,
2266,Bronks,,,,,,,,,Tine Reymer,,
2267,Bronks,,,Vitavis,1999-192000,Vitavis (1999-192000),Vitavis (1999-192000),,,,,
2268,Bronks,,,Naar Loppiano,1999-192000,Naar Loppiano (1999-192000),Naar Loppiano (1999-192000),,,,,
2269,Bronks,,,De kleine zeemeermin,1999-192000,De kleine zeemeermin (1999-192000),De kleine zeemeermin (1999-192000),,,,,
2270,Bronks,,,Het aanzoek,1999-192000,Het aanzoek (1999-192000),Het aanzoek (1999-192000),,,,,
2271,Bronks,,,Romeo en Julien,1999-192000,Romeo en Julien (1999-192000),Romeo en Julien (1999-192000),,,,,
2272,Bronks,,,Connaissez-vous votre géographie,1999-192000,Connaissez-vous votre géographie (1999-192000),Connaissez-vous votre géographie (1999-192000),,,,,
2273,Bronks,BRONKS,Q2302673,Praten als Brugman,1997-1998,Praten als Brugman (1997-1998),Praten als Brugman (1997-1998),Q57503172,431219.0,Ilse Roman,Lars Van Bambost,Wim Dewilde
2274,Bronks,,,,,,,,,Steve Beirnaert,,
2275,Bronks,,,,,,,,,Nele Taminau,,
2276,Bronks,,,,,,,,,Pieter Bamps,,
2277,Bronks,,,,,,,,,Ivo Victoria,,
2278,Bronks,,,,,,,,,Machteld Timmermans,,
2279,Bronks,BRONKS,Q2302673,Vallen,1997-1998,Vallen (1997-1998),Vallen (1997-1998),Q57510777,431411.0,Ellen Huijgh,,
2280,Bronks,,,,,,,,,Iris Verhoeyen,,
2281,Bronks,,,,,,,,,Bram Smeyers,,
2282,Bronks,,,,,,,,,Pieter Bamps,,
2283,Bronks,,,,,,,,,Toon Bellefroid,,
2284,Bronks,,,,,,,,,Jeroen Masson,,
2285,Bronks,,,Mooi stilzitten,1997-1998,Mooi stilzitten (1997-1998),Mooi stilzitten (1997-1998),,,,,
2286,Bronks,,,"Zarah, of de vogels komen terug uit het Zuiden",1997-1998,"Zarah, of de vogels komen terug uit het Zuiden (1997-1998)","Zarah, of de vogels komen terug uit het Zuiden (1997-1998)",,,,,
2287,Bronks,BRONKS,Q2302673,Het Tuintje,1997-1998,Het Tuintje (1997-1998),Het tuintje (1997-1998),Q57503882,431220.0,Bram Wiersma,,
2288,Bronks,,,,,,,,,Ad Van Iersel,,
2289,Bronks,,,Cap Finistère (geen prod.),1996-1997,Cap Finistère (geen prod.) (1996-1997),Cap Finistère (geen prod.) (1996-1997),,,,,
2290,Bronks,,,Vallen,1996-1997,Vallen (1996-1997),Vallen (1996-1997),,,,,
2291,Bronks,BRONKS,Q2302673,Mooi stilzitten,1996-1997,Mooi stilzitten (1996-1997),Mooi stilzitten ? (1996-1997),Q57505505,430702.0,Bram Wiersma,,
2292,Bronks,,,,,,,,,Ad Van Iersel,,
2293,Bronks,BRONKS,Q2302673,Honni soit qui mal y pense,1996-1997,Honni soit qui mal y pense (1996-1997),Honni soit qui mal y pense (1996-1997),Q57502231,430883.0,Sofie Segebarth,Walter Verdin,Anton Van Haver
2294,Bronks,,,,,,,,,Tone De Cooman,,Ingrid Van Eycken
2295,Bronks,,,,,,,,,Steven Van Herreweghe,,
2296,Bronks,,,,,,,,,Lien Kneepkens,,
2297,Bronks,,,,,,,,,Bram Van Paesschen,,
2298,Bronks,,,,,,,,,Kor Caenepeel,,
2299,Bronks,,,,,,,,,Frans Willems,,
2300,Bronks,,,Het Hamletmachien,1996-1997,Het Hamletmachien (1996-1997),Het Hamletmachien (1996-1997),,,,,
2301,Franck Degruyter,Frank Degruyter,Q54804212,file,1997-1998,file (1997-1998),File! (1997-1998),Q57511388,431515.0,,,
2302,Franck Degruyter,Frank Degruyter,Q54804212,Het ei van oom Trotter,1996-1997,Het ei van oom Trotter (1996-1997),Het ei van oom Trotter (1996-1997),Q57506703,431739.0,,,
2303,Operatie Zalm,,,De Droevige geschiedenis van Abeloud en Héloise,1987-1988,De Droevige geschiedenis van Abeloud en Héloise (1987-1988),De Droevige geschiedenis van Abeloud en Héloise (1987-1988),,,,,
2304,Salva Sanchis. Florence Augendre,,,Recklees Reckoning,1998-1999,Recklees Reckoning (1998-1999),Recklees Reckoning (1998-1999),,,,,
2305,A. Sreyeac Cie,Alexander Sreyeac Compagnie,Q54804943,De Beeldenmaker,2000-2001,De Beeldenmaker (2000-2001),"Sei, de beeldenmaker (2000-2001)",Q57508417,435287.0,Luk Caeyers,Luk Caeyers,Luk Caeyers
2306,A. Sreyeac Cie,Alexander Sreyeac Compagnie,Q54804943,,,,,,,Kris De Smet,Kris De Smet,
2307,A. Sreyeac Cie,Alexander Sreyeac Compagnie,Q54804943,"Lander, een verhaal",1996-1997,"Lander, een verhaal (1996-1997)","Lander, een verhaal (1996-1997)",Q57509966,431726.0,Luk Caeyers,,An Joseph
2308,A. Sreyeac Cie,Alexander Sreyeac Compagnie,Q54804943,,,,,,,,,Karel Vingerhoets
2309,A. Sreyeac Cie,Alexander Sreyeac Compagnie,Q54804943,,,,,,,,,Daniël Climan
2310,Comédie Claude Volter,,,Colombe,1987-1988,Colombe (1987-1988),Colombe (1987-1988),,,,,
2311,zwarte meeuw,CC Lokeren,Q33100209,La Ronde draait vierkant,1995-1996,La Ronde draait vierkant (1995-1996),La Ronde draait vierkant (1995-1996),Q57505259,430512.0,Kürt Rogiers,,Veerle Van Avermaet
2312,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,Pascale Pringels,,Niki De Sitter
2313,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,,,Hans Bavré
2314,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,,,Joanna Kurdubelska
2315,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,,,Fleur Van Rumst
2316,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,,,Ann Van Rumst
2317,zwarte meeuw,Teater Zwarte Meeuw,Q54804485,,,,,,,,,Alain Pringels
2318,Theater O,,,Olipodrigo,1999-1900,Olipodrigo (1999-1900),Olipodrigo (1999-1900),,,,,
2319,Het Bordes,Het Bordes,Q54805057,Tu n'as pas trés bon caractère,1994-1995,Tu n'as pas trés bon caractère (1994-1995),Tu n'as pas tres bon caractère (1994-1995),Q57501583,430052.0,Hilde Wils,,
2320,Het Bordes,Het Bordes,Q54805057,,,,,,,Bernard Van Eeghem,,
2321,anna's Steen,CC Deurne,Q33100551,Hänschen klein,1996-1997,Hänschen klein (1996-1997),Hänschen klein (1996-1997),Q57503890,430989.0,Ali Wauters,,
2322,anna's Steen,Anna's Steen,Q54804405,,,,,,,Ilse Wijnen,,
2323,anna's Steen,Anna's Steen,Q54804405,Vos en Haas,2001-2002,Vos en Haas (2001-2002),Vos en Haas (2001-2002),,,,,
2324,anna's Steen,Anna's Steen,Q54804405,Kikker,1996-1997,Kikker (1996-1997),Kikker (1996-1997),,,,,
2325,anna's Steen,Anna's Steen,Q54804405,"Alles vrij, stoel bezet",1994-1995,"Alles vrij, stoel bezet (1994-1995)","Alles vrij, stoel bezet (1994-1995)",Q57508418,429823.0,Patricia Goemaere,Joost Van Dijk,Greet Verhoeven
2326,anna's Steen,Anna's Steen,Q54804405,,,,,,,Ils Verheyen,,
2327,anna's Steen,Anna's Steen,Q54804405,Ik ben een held,1995-1993,Ik ben een held (1995-1993),Ik ben een held (1995-1993),,,,,
2328,anna's Steen,Anna's Steen,Q54804405,Ik ben een held,1996-1997,Ik ben een held (1996-1997),Ik ben een held (1996-1997),,,,,
2329,anna's Steen,HETPALEIS,Q2237610,Dokter Deter,1998-1999,Dokter Deter (1998-1999),Dokter Deter (1998-1999),Q57509844,434356.0,Eric Vanthillo,,Rob Ten Broek
2330,anna's Steen,Anna's Steen,Q54804405,,,,,,,Nathalie Roymans,,Gerda Dendooven
2331,anna's Steen,Anna's Steen,Q54804405,,,,,,,,,An Lombaerts
2332,anna's Steen,Anna's Steen,Q54804405,Onder ons gezegd en anders gezweren,2001-2002,Onder ons gezegd en anders gezweren (2001-2002),Onder ons gezegd en anders gezweren (2001-2002),,,,,
2333,Annamirl van der Pluijm,,,Augenblick,1998-1999,Augenblick (1998-1999),Augenblick (1998-1999),,,,,
2334,Annamirl van der Pluijm,,,The other me,1997-1998,The other me (1997-1998),The other me (1997-1998),,,,,
2335,Annamirl van der Pluijm,,,Solo P,1995-1996,Solo P (1995-1996),Solo P (1995-1996),,,,,
2336,Annamirl van der Pluijm,,,Solo M,1994-1995,Solo M (1994-1995),Solo M (1994-1995),,,,,
2337,Kinder-en poppentheater Propop,,,Zanaïd,1986-1987,Zanaïd (1986-1987),Zanaïd (1986-1987),,,,,
2338,Kinder-en poppentheater Propop,,,Dat had je gedroomd,1986-1987,Dat had je gedroomd (1986-1987),Dat had je gedroomd (1986-1987),,,,,
2339,Kinder-en poppentheater Propop,,,Rara,1998-1999,Rara (1998-1999),Rara (1998-1999),,,,,
2340,Kinder-en poppentheater Propop,,,Stapel,1998-1999,Stapel (1998-1999),Stapel (1998-1999),,,,,
2341,Kinder-en poppentheater Propop,,,Het vergeten land,1998-1999,Het vergeten land (1998-1999),Het vergeten land (1998-1999),,,,,
2342,Kinder-en poppentheater Propop,,,Bouwstenen,1998-1999,Bouwstenen (1998-1999),Bouwstenen (1998-1999),,,,,
2343,Kinder-en poppentheater Propop,,,Op bezoek,1998-1999,Op bezoek (1998-1999),Op bezoek (1998-1999),,,,,
2344,Kinder-en poppentheater Propop,,,Het stoefpotloden,1998-1999,Het stoefpotloden (1998-1999),Het stoefpotloden (1998-1999),,,,,
2345,Mechels Jeugdtheater,,,O oma Mia,1986-1987,O oma Mia (1986-1987),O oma Mia (1986-1987),,,,,
2346,Mechels Jeugdtheater,,,Huis in 't honderd,1987-1988,Huis in 't honderd (1987-1988),Huis in 't honderd (1987-1988),,,,,
2347,Mechels Jeugdtheater,,,Ik woon in een roos,1988-1989,Ik woon in een roos (1988-1989),Ik woon in een roos (1988-1989),,,,,
2348,Mechels Jeugdtheater,,,De snieuwkoningen,1989-1990,De snieuwkoningen (1989-1990),De snieuwkoningen (1989-1990),,,,,
2349,Mechels Jeugdtheater,,,Landschap van Dromen,1989-1990,Landschap van Dromen (1989-1990),Landschap van Dromen (1989-1990),,,,,
2350,Mechels Jeugdtheater,,,Honger monster,1989-1990,Honger monster (1989-1990),Honger monster (1989-1990),,,,,
2351,P.A.R.T.S,,,Elea Sphingein,1997-1998,Elea Sphingein (1997-1998),Elea Sphingein (1997-1998),,,,,
2352,Fanny Peeters,,,Contouren,1987-1988,Contouren (1987-1988),Contouren (1987-1988),,,,,
2353,Fanny Peeters,,,Kwik & Flupke,1987-1988,Kwik & Flupke (1987-1988),Kwik & Flupke (1987-1988),,,,,
2354,Fanny Peeters,,,Opschudding in,1987-1988,Opschudding in (1987-1988),Opschudding in (1987-1988),,,,,
2355,Sight of an ignored lands,,,Jakob Lenz,1990-1991,Jakob Lenz (1990-1991),Jakob Lenz (1990-1991),,,,,
2356,Sight of an ignored lands,,,Red rubber,1992-1993,Red rubber (1992-1993),Red rubber (1992-1993),,,,,
2357,Het Gebroed,'t Gebroed,Q54804685,interiors,1993-1994,interiors (1993-1994),Interiors (1993-1994),Q57502790,429717.0,Marc Van Eeghem,,Hugo Moens
2358,Het Gebroed,'t Gebroed,Q54804685,,,,,,,Veerle Dobbelaere,,
2359,Het Gebroed,'t Gebroed,Q54804685,,,,,,,Twiggy Bossuyt,,
2360,Het Gebroed,'t Gebroed,Q54804685,,,,,,,Lukas Smolders,,
2361,Het Gebroed,'t Gebroed,Q54804685,Mijn zoete junior,1989-1990,Mijn zoete junior (1989-1990),Mijn zoete junior (1989-1990),,,,,
2362,Het Gebroed,'t Gebroed,Q54804685,Salut en lekt m in pan,1996-1997,Salut en lekt m in pan (1996-1997),Salut en lekt m'n pan (1996-1997),Q57508054,430630.0,Ludo Hoogmartens,,
2363,Het Gebroed,'t Gebroed,Q54804685,,,,,,,Jorgen Cassier,,
2364,Het Gebroed,'t Gebroed,Q54804685,,,,,,,Anne De Wilde,,
2365,Het Gebroed,'t Gebroed,Q54804685,,,,,,,David Dermez,,
2366,Kommil Foo,,,Bek,1997-1998,Bek (1997-1998),Bek (1997-1998),,,,,
2367,Walter Baele,,,De Frits Fricket show,1989-1990,De Frits Fricket show (1989-1990),De Frits Fricket show (1989-1990),,,,,
2368,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Patrick,1986-1987,Patrick (1986-1987),Patrick (1986-1987),,,,,
2369,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,La Serre,1987-1988,La Serre (1987-1988),La Serre (1987-1988),,,,,
2370,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Carpe Carpe Carpe,1990-1991,Carpe Carpe Carpe (1990-1991),Carpe Carpe Carpe (1990-1991),,,,,
2371,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Jerome Bel,unkown,Jerome Bel (unkown),Jerome Bel (unkown),,,,,
2372,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Onwaarschinlijk normaal eindigend verhaal,1994-1995,Onwaarschinlijk normaal eindigend verhaal (1994-1995),Onwaarschinlijk normaal eindigend verhaal (1994-1995),,,,,
2373,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Radio Carmen,1997-1998,Radio Carmen (1997-1998),Radio Carmen (1997-1998),,,,,
2374,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Flippers,1996-1997,Flippers (1996-1997),Flippers (1996-1997),,,,,
2375,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,Napels,1996-1997,Napels (1996-1997),Napels (1996-1997),Q57510357,430907.0,Goele Derick,,Rudy D'hont
2376,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,,,,,,,Koen De Sutter,,Joris Durnez
2377,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,,,,,,,Karlijn Sileghem,,Corneel Maria Ryckeboer
2378,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,,,,,,,,,Kurt Van der Elst
2379,Nieuwpoorttheater,CAMPO Nieuwpoort,Q33100310,,,,,,,,,Toni Mulder
2380,De Furie,De Furie,Q54805066,Instinct,1992-1993,Instinct (1992-1993),Instinct (1992-1993),,,,,
2381,De Furie,De Werf. Brugge,Q56025780,Pose,1994-1995,Pose (1994-1995),Pose (1994-1995),Q57510810,430070.0,Peter Dewel,,
2382,De Furie,De Furie,Q54805066,,,,,,,Arnaud Jacobs,,
2383,De Furie,De Furie,Q54805066,,,,,,,Rit Geys,,
2384,Theater Zuidpool,Theater Zuidpool,Q3371689,Uit het leven van de regenwormen,1995-1996,Uit het leven van de regenwormen (1995-1996),Uit het leven van de regenwormen (1995-1996),Q57511522,430348.0,Christel Domen,,Jan Van Hove
2385,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Johan Van Lierde,,Maurice Van De Velde
2386,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Ludo Hellinx,,Marc Van Geldere
2387,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Margaretha De Waegenaere,,David Van Hove
2388,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Lieven Baert,,Ariela Flusser
2389,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Raymond Mallentjer
2390,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Ingrid Van Kogelenberg
2391,Theater Zuidpool,Theater Zuidpool,Q3371689,De Laars en haar sok,1995-1996,De Laars en haar sok (1995-1996),De laars en haar sok (1995-1996),Q57504977,430298.0,Bob Snijers,,Lee Iliaens
2392,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Dimitri Dupont,,Jan Van Hove
2393,Theater Zuidpool,Theater Zuidpool,Q3371689,Hendrik IV,1995-1996,Hendrik IV (1995-1996),Hendrik IV (1995-1996),Q57512447,430169.0,Dimitri Dupont,Fred Van Hove,Lee Iliaens
2394,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marijke Pinoy,,Brechtje Louwaard
2395,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Rik Hancké,,Raymond Mallentjer
2396,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tom De Schepper,,Huguette D'
2397,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Lotte Pinoy,,
2398,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Patrick Vanhelmont,,
2399,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Eric Straetmans,,
2400,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Rudy Doom,,
2401,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Anton Cogen,,
2402,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Koen Monserez,,
2403,Theater Zuidpool,Theater Zuidpool,Q3371689,"Ik, Feuerbach",1995-1996,"Ik, Feuerbach (1995-1996)","Ik, Feuerbach (1995-1996)",Q57504296,430349.0,Kurt Defrancq,,Raymond Mallentjer
2404,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marc Steemans,,
2405,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Laurence Van Bree,,
2406,Theater Zuidpool,Theater Zuidpool,Q3371689,De kluizenaar en zijn muze,1995-1996,De kluizenaar en zijn muze (1995-1996),De kluizenaar en zijn muze (1995-1996),Q57512114,430399.0,,,David Van Hove
2407,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Ingrid Van Kogelenberg
2408,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Raymond Mallentjer
2409,Theater Zuidpool,Theater Zuidpool,Q3371689,Elias en Melisent,1998-1999,Elias en Melisent (1998-1999),Elias en Melisent (1998-1999),Q57509657,434530.0,Hans Wellens,,
2410,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Mathias Vingerhoets,,
2411,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tom Van Bauwel,,
2412,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Sien Eggers,,
2413,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Yannick Dambrain,,
2414,Theater Zuidpool,Theater Zuidpool,Q3371689,Pterodactylus,1998-1999,Pterodactylus (1998-1999),Pterodactylus (1998-1999),Q57508635,431655.0,Bob Snijers,,Lee Iliaens
2415,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Sofie Decleir,,
2416,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Sien Eggers,,
2417,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tom Van Bauwel,,
2418,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Johan Heldenbergh,,
2419,Theater Zuidpool,Theater Zuidpool,Q3371689,Ik heb de koning van Engeland bediend,1998-1999,Ik heb de koning van Engeland bediend (1998-1999),Ik heb de koning van Engeland bediend (1998-1999),Q57505957,431653.0,,,
2420,Theater Zuidpool,Royal Flemish Theatre,Q1950513,"Ritter, Dene, Voss",2000-2001,"Ritter, Dene, Voss (2000-2001)","Ritter, Dene, Voss (2000-2001)",Q57514098,435371.0,Simone Milsdochter,,Jonathan Scheerlinck
2421,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Brechtje Louwaard,,
2422,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Ludo Hoogmartens,,
2423,Theater Zuidpool,Theater Zuidpool,Q3371689,Tumult,2000-2001,Tumult (2000-2001),Tumult (2000-2001),,,,,
2424,Theater Zuidpool,Theater Zuidpool,Q3371689,Oedipus,1990-1991,Oedipus (1990-1991),Oedipus (1990-1991),,,,,
2425,Theater Zuidpool,Theater Zuidpool,Q3371689,Lichtenberg,1993-1994,Lichtenberg (1993-1994),Lichtenberg (1993-1994),Q57512418,429425.0,Bob Snijers,,
2426,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tom Van Bauwel,,
2427,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Ella van Drumpt,,
2428,Theater Zuidpool,Theater Zuidpool,Q3371689,Elvire jouvet 40,1993-1994,Elvire jouvet 40 (1993-1994),Elvire-Jouvet '40 (1993-1994),Q57505984,429427.0,Goele Derick,,
2429,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Ivan Pecnik,,
2430,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Wim Stevens,,
2431,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Dirk Buyse,,
2432,Theater Zuidpool,Theater Zuidpool,Q3371689,Overlopen XLarge Medium Small,2002-2003,Overlopen XLarge Medium Small (2002-2003),Overlopen XLarge Medium Small (2002-2003),,,,,
2433,Theater Zuidpool,Theater Zuidpool,Q3371689,Er zal iemand komen,2002-2003,Er zal iemand komen (2002-2003),Er zal iemand komen (2002-2003),Q57506233,437018.0,Jobst Schnibbe,,
2434,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Bob Snijers,,
2435,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Eva Schram,,
2436,Theater Zuidpool,Theater Zuidpool,Q3371689,Brieven aan taranta Babu,1992-1993,Brieven aan taranta Babu (1992-1993),Brieven aan taranta Babu (1992-1993),,,,,
2437,Theater Zuidpool,Theater Zuidpool,Q3371689,"Geloof, hoop en liefde",1992-1993,"Geloof, hoop en liefde (1992-1993)","Geloof, hoop en liefde (1992-1993)",,,,,
2438,Theater Zuidpool,Theater Zuidpool,Q3371689,Van Gogh,1992-1993,Van Gogh (1992-1993),Van Gogh (1992-1993),,,,,
2439,Theater Zuidpool,Theater Zuidpool,Q3371689,Brieven aan Tarantu Babu,1991-1992,Brieven aan Tarantu Babu (1991-1992),Brieven aan Tarantu Babu (1991-1992),,,,,
2440,Theater Zuidpool,Theater Zuidpool,Q3371689,Meneer Jean,1991-1992,Meneer Jean (1991-1992),Meneer Jean (1991-1992),,,,,
2441,Theater Zuidpool,Theater Zuidpool,Q3371689,De koning sterft,1991-1992,De koning sterft (1991-1992),De koning sterft (1991-1992),,,,,
2442,Theater Zuidpool,Theater Zuidpool,Q3371689,Uitvreten,2001-2002,Uitvreten (2001-2002),Uitvreten (2001-2002),,,,,
2443,Theater Zuidpool,Theater Zuidpool,Q3371689,Britannias,2001-2002,Britannias (2001-2002),Britannias (2001-2002),,,,,
2444,Theater Zuidpool,Theater Zuidpool,Q3371689,Oom Vanja,2001-2002,Oom Vanja (2001-2002),Oom Vanja (2001-2002),Q57505881,435874.0,Griet Debacker,,Raymond Mallentjer
2445,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Koen De Sutter,,Kurt Van der Elst
2446,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marijke Pinoy,,
2447,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Jobst Schnibbe,,
2448,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Bob Snijers,,
2449,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Johan Heldenbergh,,
2450,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Eva Schram,,
