,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
2451,Theater Zuidpool,Theater Zuidpool,Q3371689,'t schemert,2001-2002,'t schemert (2001-2002),'t Schemert (2001-2002),Q57508975,435875.0,Jobst Schnibbe,,Raymond Mallentjer
2452,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Jan Steen,,
2453,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Johan Heldenbergh,,
2454,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Eva Schram,,
2455,Theater Zuidpool,Theater Zuidpool,Q3371689,De Invreter,2001-2002,De Invreter (2001-2002),De Invreter (2001-2002),,,,,
2456,Theater Zuidpool,Theater Zuidpool,Q3371689,Colette,2001-2002,Colette (2001-2002),Mouchette (Colette) (2001-2002),Q57511488,436572.0,Wine Dierickx,,Marc Van Geldere
2457,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Bert Haelvoet,,
2458,Theater Zuidpool,Theater Zuidpool,Q3371689,Bouche B,1999-2000,Bouche B (1999-2000),Bouche B. (1999-2000),Q57501166,434755.0,Marijke Pinoy,,Raymond Mallentjer
2459,Theater Zuidpool,Theater Zuidpool,Q3371689,Elias en Melisent,1999-2000,Elias en Melisent (1999-2000),Elias en Melisent (1999-2000),,,,,
2460,Theater Zuidpool,Theater Zuidpool,Q3371689,De Drumleraar,1999-2000,De Drumleraar (1999-2000),De drumleraar (1999-2000),Q57513230,434725.0,Jan Steen,,
2461,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marijke Pinoy,,
2462,Theater Zuidpool,Theater Zuidpool,Q3371689,Blauw Blauw,1994-1995,Blauw Blauw (1994-1995),Blauw Blauw (1994-1995),Q57512553,429778.0,,,Jan Van Hove
2463,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Maurice Van De Velde
2464,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Marc Van Geldere
2465,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,David Van Hove
2466,Theater Zuidpool,Theater Zuidpool,Q3371689,De Verzoeking,1994-1995,De Verzoeking (1994-1995),De verzoeking (1994-1995),Q57507368,429776.0,André Vandaele,,Jan Van Hove
2467,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Peter Rouffaer,,Maurice Van De Velde
2468,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marc Steemans,,Marc Van Geldere
2469,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,David Van Hove
2470,Theater Zuidpool,Theater Zuidpool,Q3371689,Thuis,1994-1995,Thuis (1994-1995),Thuis (1994-1995),Q57512741,429779.0,Koen De Sutter,,David Van Hove
2471,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Daan Hugaert,,Jan Van Hove
2472,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Jenny Tanghe,,Maurice Van De Velde
2473,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Marc Van Geldere
2474,Theater Zuidpool,Theater Zuidpool,Q3371689,Vernietigen zegt zij,1997-1998,Vernietigen zegt zij (1997-1998),"Vernietigen, zegt zij (1997-1998)",Q57513251,431104.0,Bob Snijers,,Kurt Dewit
2475,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Koen De Sutter,,Joris Cerstiaens
2476,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marc De Corte,,
2477,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Veerle Eyckermans,,
2478,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Brenda Bertin,,
2479,Theater Zuidpool,Theater Zuidpool,Q3371689,Het hol,1997-1998,Het hol (1997-1998),Het hol (1997-1998),,,,,
2480,Theater Zuidpool,Theater Zuidpool,Q3371689,De soldaat facteur en rachel,1997-1998,De soldaat facteur en rachel (1997-1998),De soldaat-facteur en Rachel (1997-1998),Q57510553,431103.0,Marijke Pinoy,,Raymond Mallentjer
2481,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Jan Steen,,
2482,Theater Zuidpool,Theater Zuidpool,Q3371689,Anna Blume Hat ein Vogel,1997-1998,Anna Blume Hat ein Vogel (1997-1998),Anna Blume hat ein Vogel (1997-1998),Q57504914,431106.0,Marijke Pinoy,,Raymond Mallentjer
2483,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Wim Van Gansbeke,,
2484,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marlies Hamelynck,,
2485,Theater Zuidpool,Theater Zuidpool,Q3371689,Robert & Marcel,1996-1997,Robert & Marcel (1996-1997),Robert en Marcel (1996-1997),Q57501528,430600.0,Dimitri Dupont,,Raymond Mallentjer
2486,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,,,Luk Perceval
2487,Theater Zuidpool,Theater Zuidpool,Q3371689,Onder het melkwoud,1996-1997,Onder het melkwoud (1996-1997),Onder het melkwoud (1996-1997),Q57511478,430601.0,Bob Snijers,,Raymond Mallentjer
2488,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marijke Pinoy,,
2489,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Carla Hoogewijs,,
2490,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marlies Hamelynck,,
2491,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tone Brulin,,
2492,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Tom Van Bauwel,,
2493,Theater Zuidpool,Theater Zuidpool,Q3371689,Medea,1996-1997,Medea (1996-1997),Medea (1996-1997),Q57506238,430583.0,Lut Tomsin,,Raymond Mallentjer
2494,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Marc Steemans,,
2495,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Anke Helsen,,
2496,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Khaled Bouzalekh,,
2497,Theater Zuidpool,Theater Zuidpool,Q3371689,,,,,,,Gregor Steemans,,
2498,Theater Zuidpool,Theater Zuidpool,Q3371689,Diary of Ronald Hansen,1996-1997,Diary of Ronald Hansen (1996-1997),Diary of Ronald Hansen (1996-1997),,,,,
2499,Theater Zuidpool,Theater Zuidpool,Q3371689,Tumult,1996-1997,Tumult (1996-1997),Tumult (1996-1997),,,,,
2500,Theater Zuidpool,Theater Zuidpool,Q3371689,De Schipbreukeling,1996-1997,De Schipbreukeling (1996-1997),De Schipbreukeling (1996-1997),,,,,
2501,Ensemble Leporello,Ensemble Leporello,Q25112023,Heir und Schermz,1986-1987,Heir und Schermz (1986-1987),Heir und Schermz (1986-1987),,,,,
2502,Ensemble Leporello,Ensemble Leporello,Q25112023,Dooidag Jan de Fonte few phenomena gave me more delight,1995-1996,Dooidag Jan de Fonte few phenomena gave me more delight (1995-1996),Dooidag Jan de Fonte few phenomena gave me more delight (1995-1996),,,,,
2503,Ensemble Leporello,Ensemble Leporello,Q25112023,divabrasiva,1987-1988,divabrasiva (1987-1988),divabrasiva (1987-1988),,,,,
2504,Ensemble Leporello,Ensemble Leporello,Q25112023,Candenza,1988-1989,Candenza (1988-1989),Candenza (1988-1989),,,,,
2505,Ensemble Leporello,Centrum Voor Amateurkunsten,Q54805049,Tweelingen,1993-1994,Tweelingen (1993-1994),Tweelingen (1993-1994),Q57505490,429719.0,Neil Cadger,Denis Pousseur,
2506,Ensemble Leporello,GC De Zeyp,Q33100139,,,,,,,Afra Waldhör,,
2507,Ensemble Leporello,Beursschouwburg,Q1854756,,,,,,,Bernard Eylenbosch,,
2508,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Andrea Bardot,,
2509,Ensemble Leporello,Volle Petrol,Q54803792,,,,,,,,,
2510,Ensemble Leporello,Ensemble Leporello,Q25112023,Diana,1992-1993,Diana (1992-1993),Diana (1992-1993),,,,,
2511,Ensemble Leporello,Ensemble Leporello,Q25112023,Op vakantie,1992-1993,Op vakantie (1992-1993),Op vakantie (1992-1993),,,,,
2512,Ensemble Leporello,Ensemble Leporello,Q25112023,Antigone,1991-1992,Antigone (1991-1992),Antigone (1991-1992),,,,,
2513,Ensemble Leporello,Ensemble Leporello,Q25112023,Monstrieux,1991-1992,Monstrieux (1991-1992),Monstrieux (1991-1992),,,,,
2514,Ensemble Leporello,Ensemble Leporello,Q25112023,De Sid,2001-2002,De Sid (2001-2002),De Sid (2001-2002),,,,,
2515,Ensemble Leporello,Ensemble Leporello,Q25112023,Een Tartuffe,1994-1995,Een Tartuffe (1994-1995),Een Tartuffe (1994-1995),Q57509337,430109.0,Neil Cadger,,Isabelle Van Peteghem
2516,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Craig Weston,,
2517,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Afra Waldhör,,
2518,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Dominique Tack,,
2519,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Lieve Claes,,
2520,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Armand Charman,,
2521,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Johan Heestermans,,
2522,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Andrea Bárdos,,
2523,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Gordon Wilson,,
2524,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Bernard Eylenbosch,,
2525,Ensemble Leporello,Vooruit,Q907677,De Sid,1998-1999,De Sid (1998-1999),De Sid (1998-1999),Q57509317,434224.0,Andrea Bárdos,,Vital Schraenen
2526,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Armand Charman,,
2527,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Machteld Timmermans,,
2528,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Jan Hammenecker,,
2529,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Vital Schraenen,,
2530,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Pé Vermeersch,,
2531,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Miel Van Hasselt,,
2532,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Koen Monserez,,
2533,Ensemble Leporello,Vooruit,Q907677,Isme,1997-1998,Isme (1997-1998),Isme (1997-1998),Q57510683,431139.0,Lieve Claes,,Vital Schraenen
2534,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Luc De Smet,,
2535,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Bernard Van Eeghem,,
2536,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Andrea Bárdos,,
2537,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Armand Charman,,
2538,Ensemble Leporello,Ensemble Leporello,Q25112023,,,,,,,Machteld Timmermans,,
2539,Ensemble Leporello,Ensemble Leporello,Q25112023,Bonte Was,1997-1998,Bonte Was (1997-1998),Bonte Was (1997-1998),,,,,
2540,Ensemble Leporello,Ensemble Leporello,Q25112023,De verovering van de Zuidpol,1996-1997,De verovering van de Zuidpol (1996-1997),De verovering van de Zuidpol (1996-1997),,,,,
2541,Theatre de Galafronie,,,Lear,1996-1997,Lear (1996-1997),Lear (1996-1997),,,,,
2542,Compagnie de Koe,Cie de Koe,Q2009958,De menagerie van de schamele drie,1995-1996,De menagerie van de schamele drie (1995-1996),De menagerie van de schamele drie (1995-1996),Q57511889,430197.0,Peter Van den Eede,,
2543,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Hilde Van Mieghem,,
2544,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Frank Focketyn,,
2545,Compagnie de Koe,Cie de Koe,Q2009958,De gebiologeerden,1995-1996,De gebiologeerden (1995-1996),De gebiologeerden (1995-1996),,,,,
2546,Compagnie de Koe,Cie de Koe,Q2009958,In de Gloria,1995-1996,In de Gloria (1995-1996),In de Gloria (1995-1996),Q57503735,430198.0,Peter Van den Eede,,
2547,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Hilde Van Mieghem,,
2548,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Frank Focketyn,,
2549,Compagnie de Koe,Cie de Koe,Q2009958,De liefde het is,2000-2001,De liefde het is (2000-2001),De liefde het is (2000-2001),Q57505830,435579.0,Jan Steen,,
2550,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Frans Van der Aa,,
2551,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Katelijne Damen,,
2552,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Luc Meirte,,
2553,Compagnie de Koe,Cie de Koe,Q2009958,Elisabeth en Essex,2000-2001,Elisabeth en Essex (2000-2001),Elisabeth en Essex (2000-2001),Q57513895,435568.0,Katelijne Damen,,
2554,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Peter Van den Eede,,
2555,Compagnie de Koe,Cie de Koe,Q2009958,De Gebiologeerden,1988-1989,De Gebiologeerden (1988-1989),De Gebiologeerden (1988-1989),,,,,
2556,Compagnie de Koe,Cie de Koe,Q2009958,3 koningen,1993-1994,3 koningen (1993-1994),3 Koningen (1993-1994),Q57505940,429651.0,,,
2557,Compagnie de Koe,Cie de Koe,Q2009958,De rest is overschot,1993-1994,De rest is overschot (1993-1994),De rest is overschot (1993-1994),,,,,
2558,Compagnie de Koe,Cie de Koe,Q2009958,De tour operater,1992-1993,De tour operater (1992-1993),De tour operater (1992-1993),,,,,
2559,Compagnie de Koe,Cie de Koe,Q2009958,Epiloog van de einzaamheid,1991-1992,Epiloog van de einzaamheid (1991-1992),Epiloog van de einzaamheid (1991-1992),,,,,
2560,Compagnie de Koe,Cie de Koe,Q2009958,Talkshow,1994-1995,Talkshow (1994-1995),Talkshow (1994-1995),Q57502221,429849.0,Peter Van den Eede,,Yvan Pype
2561,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Bas Teeken,,Marc Claeys
2562,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Diane Belmans,,Marlene De Smet
2563,Compagnie de Koe,Cie de Koe,Q2009958,Monoloog geterrorisserd 2,1994-1995,Monoloog geterrorisserd 2 (1994-1995),Monoloog geterrorisserd 2 (1994-1995),,,,,
2564,Compagnie de Koe,Cie de Koe,Q2009958,De Nijl is in Caïro aangekomen,1998-1999,De Nijl is in Caïro aangekomen (1998-1999),De Nijl is in Caïro aangekomen (1998-1999),Q57512993,431889.0,Peter Van den Eede,,
2565,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Frank Focketyn,,
2566,Compagnie de Koe,Cie de Koe,Q2009958,My diner with André,1998-1999,My diner with André (1998-1999),My diner with André (1998-1999),,,,,
2567,Compagnie de Koe,Cie de Koe,Q2009958,De Nijl is in Caïro,1999-192000,De Nijl is in Caïro (1999-192000),De Nijl is in Caïro (1999-192000),,,,,
2568,Compagnie de Koe,Cie de Koe,Q2009958,Het jachtgezelschap,1999-192000,Het jachtgezelschap (1999-192000),Het Jachtgezelschap (1999-2000),Q57504119,434729.0,Katelijne Damen,,
2569,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Peter Van den Eede,,
2570,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Bruno Vanden Broecke,,
2571,Compagnie de Koe,Cie de Koe,Q2009958,De slag van glottis,1997-1998,De slag van glottis (1997-1998),De slag van Glottis (1997-1998),Q57504890,431248.0,Luc Nuyens,,
2572,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Sien Eggers,,
2573,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Anne De Wilde,,
2574,Compagnie de Koe,Cie de Koe,Q2009958,Titel onbekend,1996-1997,Titel onbekend (1996-1997),Titel Onbekend (een theatermysterie) (1996-1997),Q57507567,430659.0,Warre Borgmans,,Jan Goedemé
2575,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,Frank Focketyn,,Kris Verdonck
2576,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,,,Marc Claeys
2577,Compagnie de Koe,Cie de Koe,Q2009958,,,,,,,,,Marlene De Smet
2578,Fakkeltheater,Fakkelteater,Q1952737,Het Vincent-effect,1986-1987,Het Vincent-effect (1986-1987),Het Vincent-effect (1986-1987),,,,,
2579,Fakkeltheater,Fakkelteater,Q1952737,De verkeerde dood,1986-1987,De verkeerde dood (1986-1987),De verkeerde dood (1986-1987),,,,,
2580,Fakkeltheater,Fakkelteater,Q1952737,Rijen en vrijen,1986-1987,Rijen en vrijen (1986-1987),Rijen en vrijen (1986-1987),,,,,
2581,Fakkeltheater,Fakkelteater,Q1952737,Junkiesbleus,1995-1996,Junkiesbleus (1995-1996),Junkiesbleus (1995-1996),,,,,
2582,Fakkeltheater,Fakkelteater,Q1952737,Slampompers,1987-1988,Slampompers (1987-1988),Slampompers (1987-1988),,,,,
2583,Fakkeltheater,Fakkelteater,Q1952737,Privé voor twee,1987-1988,Privé voor twee (1987-1988),Privé voor twee (1987-1988),,,,,
2584,Fakkeltheater,Fakkelteater,Q1952737,Smack,1992-1993,Smack (1992-1993),Smack (1992-1993),,,,,
2585,Fakkeltheater,Fakkelteater,Q1952737,Wij gaan naar benidorm,unkown,Wij gaan naar benidorm (unkown),Wij gaan naar benidorm (unkown),,,,,
2586,Fakkeltheater,Fakkelteater,Q1952737,Het verloren kind,unkown,Het verloren kind (unkown),Het verloren kind (unkown),,,,,
2587,Fakkeltheater,Fakkelteater,Q1952737,Het verhaal van een flick,unkown,Het verhaal van een flick (unkown),Het verhaal van een flick (unkown),,,,,
2588,Fakkeltheater,Fakkelteater,Q1952737,turks bad,unkown,turks bad (unkown),turks bad (unkown),,,,,
2589,Fakkeltheater,Fakkelteater,Q1952737,De liefde van een terrorist,unkown,De liefde van een terrorist (unkown),De liefde van een terrorist (unkown),,,,,
2590,Fakkeltheater,Fakkelteater,Q1952737,De dienstshift,unkown,De dienstshift (unkown),De dienstshift (unkown),,,,,
2591,Fakkeltheater,Fakkelteater,Q1952737,Trainspotting,1997-1998,Trainspotting (1997-1998),Trainspotting (1997-1998),Q57509818,431513.0,Isabel Leybaert,,
2592,Fakkeltheater,Fakkelteater,Q1952737,,,,,,,Wim Van de Velde,,
2593,Fakkeltheater,Fakkelteater,Q1952737,,,,,,,Olivier De Smet,,
2594,Fakkeltheater,Fakkelteater,Q1952737,,,,,,,Walter De Groote,,
2595,"Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",De Vereniging van Enthousiasten voor het Reële & Universele VZW,Q54804888,Marche funèbre pour chat,1988-1989,Marche funèbre pour chat (1988-1989),Marche funèbre pour chat (1988-1989),,,,,
2596,"Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",De Vereniging van Enthousiasten voor het Reële & Universele VZW,Q54804888,Faust moet kunnen,1993-1994,Faust moet kunnen (1993-1994),Faust ? Moet kunnen ! (1993-1994),Q57505395,429573.0,,,
2597,"Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",De Vereniging van Enthousiasten voor het Reële & Universele VZW,Q54804888,Karamazov goes crazy,1992-1993,Karamazov goes crazy (1992-1993),Karamazov goes crazy (1992-1993),,,,,
2598,"Turbiasz, van de Dijck & de Hollander( vereeniging van enthousiasten voor het reele en het universel)",De Vereniging van Enthousiasten voor het Reële & Universele VZW,Q54804888,Een man alleen is in slecht gezelschap,1989-1990,Een man alleen is in slecht gezelschap (1989-1990),Een man alleen is in slecht gezelschap (1989-1990),,,,,
2599,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,Niks,2001-2002,Niks (2001-2002),Niks (2001-2002),,,,,
2600,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,Henry,1996-1997,Henry (1996-1997),Henry (1996-1997),,,,,
2601,De Stichting - Peter De Graef,Theatergroep Hollandia,Q15392322,De drie mannen van Ypsilanti,1997-1998,De drie mannen van Ypsilanti (1997-1998),De drie mannen van Ypsilanti (1997-1998),Q57511253,431120.0,Fedja van Huêt,,Rudy Goes
2602,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,,,,,,,Marcel Hensema,,
2603,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,,,,,,,Stijn Westenend,,
2604,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,Hun!,1995-1996,Hun! (1995-1996),Hun! (1995-1996),,,,,
2605,De Stichting - Peter De Graef,De Stichting / Peter De Graef,Q54804079,Hun!,1994-1995,Hun! (1994-1995),Hun! (1994-1995),,,,,
2606,The Primitives,,,Cook it!,1997-1998,Cook it! (1997-1998),Cook it! (1997-1998),,,,,
2607,The Primitives,,,UP!,1996-1997,UP! (1996-1997),UP! (1996-1997),,,,,
2608,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,Klop klop,1996-1997,Klop klop (1996-1997),Klop Klop (1996-1997),Q57503789,430944.0,Karin Bosmans,,
2609,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,Carlo Mertens,,
2610,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,Marjan Loman,,
2611,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,Langs de ladder,1998-1999,Langs de ladder (1998-1999),Langs de ladder (1998-1999),,,,,
2612,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,Vaderland,1999-2000,Vaderland (1999-2000),Vaderland (1999-2000),,,,,
2613,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,März,1997-1998,März (1997-1998),März (1997-1998),Q57513226,431473.0,Herwig Ilegems,Margreet Van Der Heyden,Hugo Bergs
2614,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,Carola Arons,,
2615,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,De horizonhunkeraar,2000-2001,De horizonhunkeraar (2000-2001),De horizonhunkeraar (2000-2001),Q57504986,435641.0,Jobst Schnibbe,,Katelijne Damen
2616,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,Eva Schram,,
2617,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,Tresc,1998-1999,Tresc (1998-1999),TRESC of the Royal European Subconscious Club nr.1 (1998-1999),Q57509961,434354.0,Dominique Van Steerthem,Jorgen Cassier,Johan Volckerijck
2618,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,Eric Thielemans,Jo Jespers,
2619,Theater werplaats PCT Dommelhof,De Theaterwerkplaats (PCT Dommelhof),Q54803425,,,,,,,,Eric Thielemans,
2620,Jan Decorte & Cie,,,Maria magdalena,1980-1981,Maria magdalena (1980-1981),Maria magdalena (1980-1981),,,,,
2621,Antwerpen Averechts,,,Met de coiffeur op stap,2001-2002,Met de coiffeur op stap (2001-2002),Met de coiffeur op stap (2001-2002),,,,,
2622,Theater Stap,Theater Stap,Q33100483,Stap,1986-1987,Stap (1986-1987),Stap (1986-1987),,,,,
2623,Theater Stap,Theater Stap,Q33100483,Tussenbeide,1986-1987,Tussenbeide (1986-1987),Tussenbeide (1986-1987),,,,,
2624,Theater Stap,Theater Stap,Q33100483,De ogezette vogel,1995-1996,De ogezette vogel (1995-1996),De ogezette vogel (1995-1996),,,,,
2625,Theater Stap,Theater Stap,Q33100483,Broere,2000-2001,Broere (2000-2001),Broere (2000-2001),,,,,
2626,Theater Stap,Theater Stap,Q33100483,Woyzeck,2000-2001,Woyzeck (2000-2001),Woyzeck (2000-2001),Q57508372,435338.0,,,Dani Berlo
2627,Theater Stap,Theater Stap,Q33100483,,,,,,,,,Johan Vanderstraeten
2628,Theater Stap,Theater Stap,Q33100483,Antigone,1990-1991,Antigone (1990-1991),Antigone (1990-1991),,,,,
2629,Theater Stap,Theater Stap,Q33100483,Medea,1993-1994,Medea (1993-1994),Medea (1993-1994),Q57503689,429703.0,Anniek Lesage,,
2630,Theater Stap,Theater Stap,Q33100483,,,,,,,Nancy Schellekens,,
2631,Theater Stap,Theater Stap,Q33100483,,,,,,,Erik Wouters,,
2632,Theater Stap,Theater Stap,Q33100483,,,,,,,Erik Dekeyser,,
2633,Theater Stap,Theater Stap,Q33100483,Tango,1991-1992,Tango (1991-1992),Tango (1991-1992),,,,,
2634,Theater Stap,Theater Stap,Q33100483,"ook, hier ben je daar",2001-2002,"ook, hier ben je daar (2001-2002)","ook, hier ben je daar (2001-2002)",,,,,
2635,Theater Stap,Theater Stap,Q33100483,code,1989-1990,code (1989-1990),code (1989-1990),,,,,
2636,Theater Stap,Theater Stap,Q33100483,De meeuw van Tsjekkof,1999-2000,De meeuw van Tsjekkof (1999-2000),De meeuw van Tsjekkof (1999-2000),Q57510230,434603.0,Martine Derey,Jean-Marc Zelwer,Marcus Aemilius Lepidus
2637,Theater Stap,De Warande,Q2709163,,,,,,,Ann Dockx,,
2638,Theater Stap,Theater Stap,Q33100483,,,,,,,Kris Hufkens,,
2639,Theater Stap,Theater Stap,Q33100483,,,,,,,Nancy Schellekens,,
2640,Theater Stap,Theater Stap,Q33100483,,,,,,,Rik Van Raak,,
2641,Theater Stap,Theater Stap,Q33100483,,,,,,,Kristien Van Roy,,
2642,Theater Stap,Theater Stap,Q33100483,,,,,,,Gert Wellens,,
2643,Theater Stap,Theater Stap,Q33100483,,,,,,,Erik Dekeyser,,
2644,Theater Stap,Theater Stap,Q33100483,,,,,,,Luc Loots,,
2645,Theater Stap,Theater Stap,Q33100483,,,,,,,Erna Roefs,,
2646,Theater Stap,Theater Stap,Q33100483,,,,,,,Catherine Springuel,,
2647,Theater Stap,Theater Stap,Q33100483,,,,,,,Marc Wagemans,,
